category,product_custom_name,asin,country_code,product_title,review_url,review_rating,review_date,reviewer_url,reviewer_name,reviewer_id,review_title,review_text,review_verified,variation_asin,deleted,deleted_datetime,product_attributes,amazon_review_id
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R3LPSFN2TJJ2KN,5.0,2021-07-15,https://www.amazon.com/gp/profile/amzn1.account.AHLRCAYIFCRVO7N66RKIFAKYWRFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Laura Patrick,AHLRCAYIFCRVO7N66RKIFAKYWRFA,Great wiper blades!,Bosch Icons are amazing!  My last set lasted 2.5 years before I noticed any performance issues.  They are worth the money. This size fit the rear window of my 2012 Honda Crosstour just as the Bosch website said it would.,Yes,,Not Deleted,,,R3LPSFN2TJJ2KN
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R1UXBBKO2XPTWP,1.0,2021-04-28,https://www.amazon.com/gp/profile/amzn1.account.AFZOLYXXKANQD3AYRXYBVXBM77FQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Michael H. Leeder,AFZOLYXXKANQD3AYRXYBVXBM77FQ,Not again,2 months later and they are skipping.,Yes,,Not Deleted,,,R1UXBBKO2XPTWP
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R1A0SMN0PN99AC,5.0,2021-04-13,https://www.amazon.com/gp/profile/amzn1.account.AESMXKG63HOKBKY7WKN4VMLVJH3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Susan Walker,AESMXKG63HOKBKY7WKN4VMLVJH3A,Improves aerodynamics and gas mileage,I installed these wiper blades and improved my gas mileage by 3%.,Yes,,Not Deleted,,,R1A0SMN0PN99AC
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/RTPICKLGM5CON,5.0,2021-02-20,https://www.amazon.com/gp/profile/amzn1.account.AGDH4QUPHFN2PXOZFA2LC4VDUUYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Michael Earach,AGDH4QUPHFN2PXOZFA2LC4VDUUYQ,Great wiper does good job.,"Easy to install, clears windshield no streaks.",Yes,,Not Deleted,,,RTPICKLGM5CON
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R3CH4Z9Q4M4A44,5.0,2021-01-20,https://www.amazon.com/gp/profile/amzn1.account.AHWACEJWVEUMKTOQXUFB2BESNTXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,L A in New York,AHWACEJWVEUMKTOQXUFB2BESNTXA,Great wipers delivered to my door!,"Great wipers! Installation was simple, but took a bit of time due to my lack of strength. There is a very snug fit (as it should be) and I am not strong. Other than that, there are clear directions on the back of the box.",Yes,,Not Deleted,,,R3CH4Z9Q4M4A44
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/RVBBEU11R4RJ0,5.0,2021-01-07,https://www.amazon.com/gp/profile/amzn1.account.AHDBAMK3IDD5R4CM5ONJIIBQM4UQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,IRV W.,AHDBAMK3IDD5R4CM5ONJIIBQM4UQ,Happy!,"Good clean wipe, didn’t like the expense at all, but cheap blades do a poor job & don’t last, have had these 3 months & an still happy with how they’re holding up in arid Utah.",Yes,,Not Deleted,,,RVBBEU11R4RJ0
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/RLEC7XNJ99RTO,5.0,2020-12-24,https://www.amazon.com/gp/profile/amzn1.account.AFHDOM3SRJIGQYCGDKRL25XCIFXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,JEFFREY L GRAHAM,AFHDOM3SRJIGQYCGDKRL25XCIFXA,Satisfied customer,Work great and Quiet what else can i say,Yes,,Not Deleted,,,RLEC7XNJ99RTO
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R356U4273E0O9G,5.0,2020-09-11,https://www.amazon.com/gp/profile/amzn1.account.AGCLK7GYYX32YWYIFNGPVUSMQ4JQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Charles H.,AGCLK7GYYX32YWYIFNGPVUSMQ4JQ,THE BEST!!!,"THE ABSOLUTE BEST WINDSHIELD WIPERS I'VE EVER HAD. They are smooth, silent and extremely efficient. I feel like I've been missing out for all these years without them!",Yes,,Not Deleted,,,R356U4273E0O9G
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R3QTN9ZTZWYUTC,5.0,2020-08-06,https://www.amazon.com/gp/profile/amzn1.account.AENEYGO3WDMIKAM2ZHFHTNP2DBGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AZ Roadster,AENEYGO3WDMIKAM2ZHFHTNP2DBGA,"Definitely, this is the best wiper blade out there.","I bought new ICON windshield wiper blades for my BMW Z4 in Raleigh, NC where we get lots of rain.  I always struggle to figure out which brand is best but chose Bosch since I’ve had good experiences with their other blades.  Oddly enough, my two blades had to be fulfilled from 2 different Amazon sources since they are two different sizes which caused one blade to come a day earlier than the other.  So, when the driver-side blade arrived, I figured I’d install it and get a great side-by-side comparison with my old passenger-side blade.  The difference was amazing!!  We had a terrific downpour and the ICON blade was far superior to my old Rain-X blade.  Yes, the old blade had been on a while but still seemed in good physical shape.  The next day, I installed the other ICON blade when it arrived and, again, I couldn’t be happier with the blades.  They definitely appear to be well worth the extra few bucks.  BTW, install was very easy (instructions included); each blade took just a minute to replace.",Yes,,Not Deleted,,,R3QTN9ZTZWYUTC
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R6GWHE7A3YUMG,5.0,2020-07-28,https://www.amazon.com/gp/profile/amzn1.account.AEH4P6Q24YZOGUM2AFVYGWOFEGDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Dawn,AEH4P6Q24YZOGUM2AFVYGWOFEGDA,Easy DIY,"Easy to put on, even for a first time installer.  Two thumbs up on the installation video.  Nice, clean wipe!",Yes,,Not Deleted,,,R6GWHE7A3YUMG
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R3JLQ2VP9V83MJ,1.0,2020-05-30,https://www.amazon.com/gp/profile/amzn1.account.AFOVV7SE23HTZ4ECF2HHGL4M2RUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Megamind,AFOVV7SE23HTZ4ECF2HHGL4M2RUA,Deceptive product: 1 wiper blade in the package,Seriously? Seriously nice deception putting one wiper in a package that expensive. How are we supposed to know there’s one wiper blade in there. Just because it says quantity 1? Everything says quantity 1,Yes,,Not Deleted,,,R3JLQ2VP9V83MJ
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R2BEFSGIWODE9Y,5.0,2020-03-29,https://www.amazon.com/gp/profile/amzn1.account.AHKOWMTGC42AF3JDZDKBFJCEFLXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Lamont from NJ,AHKOWMTGC42AF3JDZDKBFJCEFLXQ,Good purchase!,"Great price, great product!",Yes,,Not Deleted,,,R2BEFSGIWODE9Y
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R2NIL0OHTRDAW9,5.0,2020-03-24,https://www.amazon.com/gp/profile/amzn1.account.AHGJHRZHI4BQSYTNFOOKTKTDMSUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,DeShaun Palmer,AHGJHRZHI4BQSYTNFOOKTKTDMSUQ,Best wipers i have had so far,"I went to autozone for replacement wipers and discovered they are more than expensive for trucks! I have a grand Cherokee and i needed to buy 3 wipers and stumbled across these! I had a checklist of things i needed from my new wipers! 1. Steady swipes 2. No noise when operating, and 3 longevity.. so far they are perfect I’ve even recommended to my mother who has a crossover to get these when it’s time to replace.. they work better than my old factory wipers and the Goodyear wipers i have on my car",Yes,,Not Deleted,,,R2NIL0OHTRDAW9
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R58BJ49L9FHOY,1.0,2020-03-21,https://www.amazon.com/gp/profile/amzn1.account.AEAUM5T2OSV2O3OHF2V36Q7WHPMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Amazon customer,AEAUM5T2OSV2O3OHF2V36Q7WHPMA,Poor quality,Don't last long.,Yes,,Not Deleted,,,R58BJ49L9FHOY
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R4S1WUEM4XE88,5.0,2020-03-12,https://www.amazon.com/gp/profile/amzn1.account.AGVESNZ4UR4FSMD2QXXV4MGLVGXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Steven B.,AGVESNZ4UR4FSMD2QXXV4MGLVGXA,Best wipers I have ever had,I have ordered and used windshield wipers on my three cars for years.  These are the best performing and longest lasting wipers I have experienced.  You simply can not go wrong with these wiper blades.  HIGHLY RECOMMEND !,Yes,,Not Deleted,,,R4S1WUEM4XE88
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R2U3YYVDWGA9Q9,5.0,2020-02-27,https://www.amazon.com/gp/profile/amzn1.account.AFLS7S5LQ74VMZ4N6AR7BMEPTZQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Thomas Weber,AFLS7S5LQ74VMZ4N6AR7BMEPTZQQ,Great wipers! Crystal clear windows,Best wipers I’ve ever purchased. Installed quickly. Does the job so good I can’t tell if I even have a windshield it’s so clear.,Yes,,Not Deleted,,,R2U3YYVDWGA9Q9
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R12QRCBXKSZV1Z,5.0,2020-02-23,https://www.amazon.com/gp/profile/amzn1.account.AFJBJ3D7NA6XAZPXWFWKKYVEK4YQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,yvette_medina,AFJBJ3D7NA6XAZPXWFWKKYVEK4YQ,Does the job good,"I struggled at first to put them on but after a quick YouTube search it was quite easy. They clean the windshield pretty good, does it's job.",Yes,,Not Deleted,,,R12QRCBXKSZV1Z
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R3NS87W10GA38J,5.0,2020-02-21,https://www.amazon.com/gp/profile/amzn1.account.AG47TT5MNE7LGR5RKQHKPSIXV3MA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,rxzruby,AG47TT5MNE7LGR5RKQHKPSIXV3MA,Thumbs Up,Lasted a year.,Yes,,Not Deleted,,,R3NS87W10GA38J
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R1RVMR8LWORJ3M,5.0,2020-02-18,https://www.amazon.com/gp/profile/amzn1.account.AG4K6GBJPWHURXSKKQUF2PD4FFSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Harry Flouhouse sr.,AG4K6GBJPWHURXSKKQUF2PD4FFSQ,Excellent,Excellent,Yes,,Not Deleted,,,R1RVMR8LWORJ3M
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R363MW8TFRFHGO,5.0,2020-02-07,https://www.amazon.com/gp/profile/amzn1.account.AFBVXFG5OYFKRTPN4N5N7CSOBVYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Ron Borowski,AFBVXFG5OYFKRTPN4N5N7CSOBVYA,As Expected,Bosch front wipers performs as expected on my Jeep. Excellent quality and clears effectively.,Yes,,Not Deleted,,,R363MW8TFRFHGO
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R1XLEQTK79BS5T,5.0,2020-01-29,https://www.amazon.com/gp/profile/amzn1.account.AEPRD7VXUIZA2XNLM24YAPXGO7AA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,NEO,AEPRD7VXUIZA2XNLM24YAPXGO7AA,Easy installation,These were super easy to install on my 1997 Subaru Outback. They do an awesome job clearing the windshield. Silent so far. Can’t speak to longevity.,Yes,,Not Deleted,,,R1XLEQTK79BS5T
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R15E50FOTTRQRS,5.0,2020-01-12,https://www.amazon.com/gp/profile/amzn1.account.AGUAV3FEKPNXDMRBZP6QVDEPPL4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,charles prescott,AGUAV3FEKPNXDMRBZP6QVDEPPL4A,Best I’ve had !,Keeps windshield clear,Yes,,Not Deleted,,,R15E50FOTTRQRS
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R1Z8PR1IEY2RIU,2.0,2020-01-11,https://www.amazon.com/gp/profile/amzn1.account.AFY7LILRZDUX5MISB6P4GVVMWJFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,nathan pierce,AFY7LILRZDUX5MISB6P4GVVMWJFQ,Striking - not the good kind,Notes. This review is for my f150 driver side windshield wiper blade not the passenger side. I’m now on my second attempt to get a working driver side wiper blade from Bosch the first time failed and the second time has not worked well either. Consistently leave streaks in the middle of the windshield wiper and becomes a major annoyance during heavier storms. Would not recommend this particular product.,Yes,,Not Deleted,,,R1Z8PR1IEY2RIU
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R1BWCLR79L1PAL,5.0,2019-12-16,https://www.amazon.com/gp/profile/amzn1.account.AFLCGQ2WZB4FE4EBB5NWU23WMUBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,ramodolo,AFLCGQ2WZB4FE4EBB5NWU23WMUBQ,Love Bosch wipers,Great wipers.,Yes,,Not Deleted,,,R1BWCLR79L1PAL
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R6J01VF2KO976,5.0,2019-12-13,https://www.amazon.com/gp/profile/amzn1.account.AE7NKWPG3SXX7XEBPSBAZDVIQDOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Amanda Rodriguez,AE7NKWPG3SXX7XEBPSBAZDVIQDOQ,Great quality!,These wipers are great - they don’t leave streaks of water on the glass like others I’ve used before. Happy with them!,Yes,,Not Deleted,,,R6J01VF2KO976
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R1FFYN9QC80L7N,5.0,2019-12-09,https://www.amazon.com/gp/profile/amzn1.account.AFVHIYCVPOWXJ3FFV3VOW27SMYLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,J Beck,AFVHIYCVPOWXJ3FFV3VOW27SMYLA,Great!,Like having an HD windshield. Won't buy anything else from now on.,Yes,,Not Deleted,,,R1FFYN9QC80L7N
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R2WJAW57T9HUOY,5.0,2019-12-06,https://www.amazon.com/gp/profile/amzn1.account.AEXFXYXYFKFQQEU4EFEF7YBXY2TA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Charles Saunders,AEXFXYXYFKFQQEU4EFEF7YBXY2TA,Wipers,Best price around! Great quality!,Yes,,Not Deleted,,,R2WJAW57T9HUOY
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R6S7R5VDTEWJ7,4.0,2019-12-05,https://www.amazon.com/gp/profile/amzn1.account.AEWF3RBFTSHF7ECGI5IUX4YNC4BA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Javier,AEWF3RBFTSHF7ECGI5IUX4YNC4BA,Works so far,Easy to install. Looks good so far.,Yes,,Not Deleted,,,R6S7R5VDTEWJ7
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R1XQLBGEI4SG32,5.0,2019-11-25,https://www.amazon.com/gp/profile/amzn1.account.AFA32X7JH4JHS7LA74RGMHN7AAXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Amazon Customer,AFA32X7JH4JHS7LA74RGMHN7AAXA,clear,excellent,Yes,,Not Deleted,,,R1XQLBGEI4SG32
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R3J7UKT9FWBUJH,5.0,2019-11-21,https://www.amazon.com/gp/profile/amzn1.account.AF7P6F3PRRGUNG6IVHDGJ7K7PCGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Vanlife Geek,AF7P6F3PRRGUNG6IVHDGJ7K7PCGQ,Fits my VW Vanagon - Excellent wiper blades,"I needed to replace the wiper blades on my VW Vanagon (needs two different sizes for the windshield) and work great. I saw a video on YouTube recently that compared wiper blades and these tested very high, especially for the price.",Yes,,Not Deleted,,,R3J7UKT9FWBUJH
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R2QTSLXHRWUHOV,5.0,2019-11-20,https://www.amazon.com/gp/profile/amzn1.account.AHPQTPW24VCFBHZR7HUSUBUVKIXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,-Arwen,AHPQTPW24VCFBHZR7HUSUBUVKIXA,Great!,"I have tried many different wiper blades and Bosch is hands down the best one. It produces the clearest, streak-free windshield for the longest.",Yes,,Not Deleted,,,R2QTSLXHRWUHOV
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/RK2MCX2NLY4Q1,5.0,2019-11-10,https://www.amazon.com/gp/profile/amzn1.account.AHZJCVXYCGDVSX3HMXFM4HEP7MFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Amazon Customer,AHZJCVXYCGDVSX3HMXFM4HEP7MFA,Great to have clean windows,Im used to put other blades on my vehicles driving back-and-forth over a mountain pass on a regular basis would have to replace them two or three times a year now with these new blades once every two years maybe,Yes,,Not Deleted,,,RK2MCX2NLY4Q1
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R2E7FKOWQ2M9KD,2.0,2019-10-19,https://www.amazon.com/gp/profile/amzn1.account.AELV646JQPPI4STDPWPI6GNSQFYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Pete,AELV646JQPPI4STDPWPI6GNSQFYQ,Good and bad I think I got defective ones,So not really sure how to rate this. I bought two new sets for my Jeep and truck. The ones for my Jeep work great. The ones for the pick up I want to complain about not only a week and the are skipping and making noise. I wish I could return them and if get as new pair sent out for they do not work well and are not going to last long doubt they will make it through the winter and or I might just get rid of them due to the noise. Not happy with those but the Jeep works great.,Yes,,Not Deleted,,,R2E7FKOWQ2M9KD
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R3IYPPIZMFIHLD,5.0,2019-10-17,https://www.amazon.com/gp/profile/amzn1.account.AEIHISQGK7HXOUF4BUQPRXFR2PQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,M. Adler,AEIHISQGK7HXOUF4BUQPRXFR2PQA,great wiper,for my car works great,Yes,,Not Deleted,,,R3IYPPIZMFIHLD
,,B005JU5V6E,US,"Bosch ICON 21A Wiper Blade, Up to 40% Longer Life* - 21"" (Pack of 1)",https://www.amazon.com/gp/customer-reviews/R1WHK4DPIU9XNU,5.0,2019-10-17,https://www.amazon.com/gp/profile/amzn1.account.AHXADREKYJUUKINZA4LVH6E74NSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,OzzieVald,AHXADREKYJUUKINZA4LVH6E74NSQ,The best wiper blade!!,"The best wiper blade, I'm using en different vehicles, highly recommended.",Yes,,Not Deleted,,,R1WHK4DPIU9XNU
